"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050764","GO:0050764","regulation of phagocytosis","8/814","103/18903",0.0763221622856057,0.228045886392717,0.171753129191949,"ATG3/C4A/C4B/CD47/HMGB1/ITGAV/PLSCR1/TGM2",8
"GO:0070167","GO:0070167","regulation of biomineral tissue development","8/814","103/18903",0.0763221622856057,0.228045886392717,0.171753129191949,"ATRAID/CEBPB/HIF1A/LTBP3/MGP/ROCK1/SOX9/TRPM4",8
"GO:0031345","GO:0031345","negative regulation of cell projection organization","13/814","194/18903",0.0767608551503514,0.229225010615458,0.172641188512664,"ARF6/B2M/FLNA/GDI2/HES1/PTEN/RHOA/RTN4/SEMA3C/TACSTD2/VIM/YAP1/YWHAH",13
"GO:0009409","GO:0009409","response to cold","5/814","53/18903",0.0770241495610453,0.229617373372961,0.172936697159829,"FOS/FOXO1/HSP90AA1/NFKBIA/SOD2",5
"GO:0046638","GO:0046638","positive regulation of alpha-beta T cell differentiation","5/814","53/18903",0.0770241495610453,0.229617373372961,0.172936697159829,"HLA-DRA/HLA-DRB1/RARA/RHOA/TGFBR2",5
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","11/814","157/18903",0.0770246667696687,0.229617373372961,0.172936697159829,"AREG/CTNNB1/DDR1/KDM5B/MDK/PHB2/SOX9/TACSTD2/TGFBR2/VEGFA/YAP1",11
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","14/814","213/18903",0.0771391935074047,0.229710869334378,0.173007113794807,"ADAMTS1/AKT1/APEX1/ARID1A/CDKN1B/DDX3X/KLF4/KMT2E/PHB2/PSME1/PTEN/RB1/TMEM14B/WAC",14
"GO:0002088","GO:0002088","lens development in camera-type eye","7/814","86/18903",0.0771697148368772,0.229710869334378,0.173007113794807,"CDKN1B/CTNNB1/KDM5B/SKIL/SPRED2/TGFBR2/VIM",7
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","18/814","290/18903",0.0774300432981888,0.229710869334378,0.173007113794807,"CAV1/FAM89B/FSTL1/GATA6/HES1/HSP90AB1/HSPA5/RBBP4/RBPJ/SDCBP/SKIL/SMAD6/SPRED2/STRAP/TGFBR2/TRIM33/UBE2D3/XIAP",18
"GO:0002683","GO:0002683","negative regulation of immune system process","26/814","449/18903",0.0778740414741093,0.229710869334378,0.173007113794807,"AHR/AKT1/APCS/AXL/CD46/CD47/CEBPB/CNOT7/CTNNB1/DUSP1/HLA-B/HLA-DRB1/HMGB1/IFI16/LYN/MDK/PRKAR1A/PSMA1/PTEN/RARA/SELENOS/SOX9/TMBIM6/TOB2/TTLL12/YES1",26
"GO:0048568","GO:0048568","embryonic organ development","26/814","449/18903",0.0778740414741093,0.229710869334378,0.173007113794807,"AKT1/CDC42/CEBPB/CTNNB1/DNAJB6/EIF4A3/FOXC1/GRB2/HES1/HIF1A/JUNB/KRT19/MAPK1/NR2F2/PPP1R13L/RARA/RBPJ/SOCS3/SOX9/SPINT2/TBC1D23/TGFBR2/TMED2/VEGFA/YAP1/ZFP36L1",26
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","12/814","176/18903",0.0784223333754097,0.229710869334378,0.173007113794807,"B2M/CAV1/CDKN1B/NFIB/NR2F2/PHB2/PTEN/RB1/SFN/SOX9/STAT1/SYNJ2BP",12
"GO:0060538","GO:0060538","skeletal muscle organ development","12/814","176/18903",0.0784223333754097,0.229710869334378,0.173007113794807,"CAV1/CFLAR/COPS2/CTNNB1/DDX17/DDX5/FOS/NR2F2/PLEC/RB1/RHOA/YBX3",12
"GO:0002732","GO:0002732","positive regulation of dendritic cell cytokine production","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"DDX21/DHX36",2
"GO:0006686","GO:0006686","sphingomyelin biosynthetic process","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"ORMDL3/VAPA",2
"GO:0015810","GO:0015810","aspartate transmembrane transport","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"LRRC8A/SLC3A1",2
"GO:0019065","GO:0019065","receptor-mediated endocytosis of virus by host cell","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"CAV1/CTSL",2
"GO:0021781","GO:0021781","glial cell fate commitment","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"CTNNB1/SOX9",2
"GO:0021903","GO:0021903","rostrocaudal neural tube patterning","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"HES1/SSBP3",2
"GO:0031642","GO:0031642","negative regulation of myelination","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"CTSC/PTEN",2
"GO:0032754","GO:0032754","positive regulation of interleukin-5 production","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"IL1RAP/RARA",2
"GO:0033210","GO:0033210","leptin-mediated signaling pathway","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"STAT3/UGCG",2
"GO:0033212","GO:0033212","iron import into cell","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"CYBRD1/SLC39A14",2
"GO:0033234","GO:0033234","negative regulation of protein sumoylation","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"CTNNB1/PARK7",2
"GO:0033860","GO:0033860","regulation of NAD(P)H oxidase activity","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"GNAI3/PARK7",2
"GO:0034115","GO:0034115","negative regulation of heterotypic cell-cell adhesion","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"IL1RN/KLF4",2
"GO:0034975","GO:0034975","protein folding in endoplasmic reticulum","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"CANX/HSPA5",2
"GO:0045472","GO:0045472","response to ether","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"GOLPH3/LARP1",2
"GO:0048505","GO:0048505","regulation of timing of cell differentiation","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"HES1/RBPJ",2
"GO:0048755","GO:0048755","branching morphogenesis of a nerve","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"MAP3K13/RTN4",2
"GO:0060020","GO:0060020","Bergmann glial cell differentiation","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"MAPK1/VIM",2
"GO:0060081","GO:0060081","membrane hyperpolarization","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"PARK7/SOD2",2
"GO:0060174","GO:0060174","limb bud formation","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"SEMA3C/SOX9",2
"GO:0060433","GO:0060433","bronchus development","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"SOX9/TGFBR2",2
"GO:0061140","GO:0061140","lung secretory cell differentiation","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"GATA6/NFIB",2
"GO:0070587","GO:0070587","regulation of cell-cell adhesion involved in gastrulation","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"IL1RN/KLF4",2
"GO:0071679","GO:0071679","commissural neuron axon guidance","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"NFIB/VEGFA",2
"GO:0071803","GO:0071803","positive regulation of podosome assembly","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"MSN/RHOA",2
"GO:0072173","GO:0072173","metanephric tubule morphogenesis","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"HES1/SOX9",2
"GO:1900222","GO:1900222","negative regulation of amyloid-beta clearance","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"IFNGR1/LRPAP1",2
"GO:1902415","GO:1902415","regulation of mRNA binding","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"EIF4A3/HNRNPL",2
"GO:1904668","GO:1904668","positive regulation of ubiquitin protein ligase activity","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"PTEN/SKP1",2
"GO:1905668","GO:1905668","positive regulation of protein localization to endosome","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"DTX3L/MSN",2
"GO:2000672","GO:2000672","negative regulation of motor neuron apoptotic process","2/814","11/18903",0.0787340407580154,0.229710869334378,0.173007113794807,"RHOA/ROCK1",2
"GO:0032886","GO:0032886","regulation of microtubule-based process","16/814","252/18903",0.0789186754695382,0.230120487551871,0.173315618419649,"CCNL1/CDKN1B/CHMP1B/CHMP3/CHMP4C/CHMP5/CLTC/HNRNPU/MACF1/MAPRE1/NPM1/OCLN/RAC1/RHOA/ROCK1/TAOK1",16
"GO:0060348","GO:0060348","bone development","15/814","233/18903",0.0793342616448327,0.230861985593936,0.173874078872626,"AKAP13/BBX/FLNA/FOXC1/GNAS/ITGB6/LTBP3/PLS3/RARA/RHOA/SBDS/SOX9/TGFBR2/TGM2/WASF2",15
"GO:0006862","GO:0006862","nucleotide transport","4/814","38/18903",0.0793919603975814,0.230861985593936,0.173874078872626,"CD47/LRRC8A/SLC25A24/SLC25A5",4
"GO:0010742","GO:0010742","macrophage derived foam cell differentiation","4/814","38/18903",0.0793919603975814,0.230861985593936,0.173874078872626,"ITGAV/NFKBIA/SELENOK/STAT1",4
"GO:0032885","GO:0032885","regulation of polysaccharide biosynthetic process","4/814","38/18903",0.0793919603975814,0.230861985593936,0.173874078872626,"AKT1/CLTC/IRS2/SELENOS",4
"GO:0046879","GO:0046879","hormone secretion","18/814","291/18903",0.0793948658645813,0.230861985593936,0.173874078872626,"ANO1/CCDC186/FOXO1/GLUL/HIF1A/HLA-DRB1/IL1RN/IRS2/KDM5B/LRRC8A/LYN/PARK7/PSMD9/RAB1A/SERP1/SRI/TM7SF3/TRPM4",18
"GO:1902882","GO:1902882","regulation of response to oxidative stress","8/814","104/18903",0.0797354932832609,0.231722925172918,0.174522496912847,"AKT1/CTNNB1/HIF1A/PARK7/PPIA/SOD2/TXN/UBQLN1",8
"GO:0031348","GO:0031348","negative regulation of defense response","17/814","272/18903",0.0803201300805685,0.23329163410336,0.175703972588014,"APCS/CNOT7/HLA-B/HLA-DRB1/IFI16/KLF4/LYN/MDK/PCBP2/PPM1B/PSMA1/RB1/SELENOS/SOCS3/TTLL12/VPS35/YES1",17
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","6/814","70/18903",0.0805261798986397,0.233629217976979,0.175958224429939,"HLA-DRA/HLA-DRB1/HMGB1/JUNB/RARA/STAT3",6
"GO:0014823","GO:0014823","response to activity","6/814","70/18903",0.0805261798986397,0.233629217976979,0.175958224429939,"CAB39/CAT/FOS/HIF1A/PIK3CA/SOD2",6
"GO:0006476","GO:0006476","protein deacetylation","9/814","122/18903",0.0806919799320747,0.233979754518758,0.176222231594896,"FLNA/FNTA/MORF4L1/MORF4L2/RBBP4/RCOR1/SPRED2/TBL1XR1/VEGFA",9
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor","15/814","234/18903",0.0815815994440722,0.236427565631233,0.178065804504229,"AKT1/BIRC3/FOS/HES1/KRT18/LIMS1/MAPK1/NFKBIA/NLRP2/STAT1/XIAP/YBX3/ZFAND6/ZFP36L1/ZFP36L2",15
"GO:0061900","GO:0061900","glial cell activation","5/814","54/18903",0.0820324145290567,0.236996844487357,0.178494557798001,"CLU/CTSC/IFNGR1/IFNGR2/JUN",5
"GO:0002320","GO:0002320","lymphoid progenitor cell differentiation","3/814","24/18903",0.0823247400977805,0.236996844487357,0.178494557798001,"HES1/NUDT21/PCID2",3
"GO:0018279","GO:0018279","protein N-linked glycosylation via asparagine","3/814","24/18903",0.0823247400977805,0.236996844487357,0.178494557798001,"OST4/OSTC/ST6GAL1",3
"GO:0035162","GO:0035162","embryonic hemopoiesis","3/814","24/18903",0.0823247400977805,0.236996844487357,0.178494557798001,"HIF1A/TGFBR2/VEGFA",3
"GO:0039531","GO:0039531","regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway","3/814","24/18903",0.0823247400977805,0.236996844487357,0.178494557798001,"BIRC3/DDX60/PUM1",3
"GO:0060352","GO:0060352","cell adhesion molecule production","3/814","24/18903",0.0823247400977805,0.236996844487357,0.178494557798001,"CAV1/GOLPH3/PPIA",3
"GO:0061484","GO:0061484","hematopoietic stem cell homeostasis","3/814","24/18903",0.0823247400977805,0.236996844487357,0.178494557798001,"FSTL1/OCIAD1/OCIAD2",3
"GO:0070841","GO:0070841","inclusion body assembly","3/814","24/18903",0.0823247400977805,0.236996844487357,0.178494557798001,"CLU/DNAJB6/PSMC6",3
"GO:0070935","GO:0070935","3'-UTR-mediated mRNA stabilization","3/814","24/18903",0.0823247400977805,0.236996844487357,0.178494557798001,"HNRNPA0/HNRNPC/YBX3",3
"GO:0099637","GO:0099637","neurotransmitter receptor transport","3/814","24/18903",0.0823247400977805,0.236996844487357,0.178494557798001,"RAB11A/RAB8A/VPS35",3
"GO:1903902","GO:1903902","positive regulation of viral life cycle","3/814","24/18903",0.0823247400977805,0.236996844487357,0.178494557798001,"AXL/HLA-DRB1/HMGB1",3
"GO:2000637","GO:2000637","positive regulation of miRNA-mediated gene silencing","3/814","24/18903",0.0823247400977805,0.236996844487357,0.178494557798001,"DDX5/PUM1/STAT3",3
"GO:0048638","GO:0048638","regulation of developmental growth","20/814","332/18903",0.0827393295493356,0.238058624068387,0.179294238811497,"AGRN/AKT1/CDKN1B/CYFIP1/FOXC1/GATA6/GOLGA4/MACF1/MAP3K13/PIK3CA/PTEN/RBPJ/RTN4/SEMA3C/SERP1/STAT3/TGFBR2/VEGFA/YAP1/YBX3",20
"GO:0071868","GO:0071868","cellular response to monoamine stimulus","8/814","105/18903",0.0832382408645065,0.239097365531288,0.180076568628959,"FLNA/GNAI3/GNAS/GNB1/MAPK1/NCSTN/TGM2/VPS35",8
"GO:0071870","GO:0071870","cellular response to catecholamine stimulus","8/814","105/18903",0.0832382408645065,0.239097365531288,0.180076568628959,"FLNA/GNAI3/GNAS/GNB1/MAPK1/NCSTN/TGM2/VPS35",8
"GO:0110149","GO:0110149","regulation of biomineralization","8/814","105/18903",0.0832382408645065,0.239097365531288,0.180076568628959,"ATRAID/CEBPB/HIF1A/LTBP3/MGP/ROCK1/SOX9/TRPM4",8
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","10/814","141/18903",0.0835757159819925,0.239934257471482,0.180706875151026,"BABAM2/BUB3/CDKN1B/CHMP4C/DUSP1/PCID2/TAOK1/TAOK3/WAC/ZNF207",10
"GO:0031503","GO:0031503","protein-containing complex localization","12/814","178/18903",0.0836606021519357,0.24004547843043,0.180790641396641,"ADAM10/DYNLL1/HNRNPU/KIF5B/NPM1/RAB11A/RAB8A/RAN/RAP1A/STAU1/SYNJ2BP/VPS35",12
"GO:0018394","GO:0018394","peptidyl-lysine acetylation","13/814","197/18903",0.0841699741292601,0.241373872888871,0.181791123837467,"DDX21/EID1/ENY2/GLYR1/KMT2E/MORF4L1/MORF4L2/PARK7/SET/SETD5/SF3B1/TAF7/TAF9",13
"GO:0035023","GO:0035023","regulation of Rho protein signal transduction","7/814","88/18903",0.0848883369087108,0.242357347729946,0.182531829509067,"AKAP13/EPS8/GPR35/ITGB1/NET1/RAC1/RALBP1",7
"GO:0072384","GO:0072384","organelle transport along microtubule","7/814","88/18903",0.0848883369087108,0.242357347729946,0.182531829509067,"AP3S1/CDC42/HIF1A/HSBP1/KIF5B/RAB1A/UBB",7
"GO:2000781","GO:2000781","positive regulation of double-strand break repair","7/814","88/18903",0.0848883369087108,0.242357347729946,0.182531829509067,"ACTR2/ARID1A/DTX3L/MORF4L1/MORF4L2/PARP9/RIF1",7
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","6/814","71/18903",0.0849322270110904,0.242357347729946,0.182531829509067,"HLA-DRA/HLA-DRB1/HMGB1/JUNB/RARA/STAT3",6
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","6/814","71/18903",0.0849322270110904,0.242357347729946,0.182531829509067,"HLA-DRA/HLA-DRB1/HMGB1/JUNB/RARA/STAT3",6
"GO:0006487","GO:0006487","protein N-linked glycosylation","6/814","71/18903",0.0849322270110904,0.242357347729946,0.182531829509067,"MGAT4A/OST4/OSTC/ST6GAL1/TMEM165/TMEM258",6
"GO:0009988","GO:0009988","cell-cell recognition","6/814","71/18903",0.0849322270110904,0.242357347729946,0.182531829509067,"CD9/MSN/NCK2/NEDD9/TCP1/VDAC2",6
"GO:0051057","GO:0051057","positive regulation of small GTPase mediated signal transduction","6/814","71/18903",0.0849322270110904,0.242357347729946,0.182531829509067,"AKAP13/GPR35/ITGAV/NET1/RAC1/TGM2",6
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","6/814","71/18903",0.0849322270110904,0.242357347729946,0.182531829509067,"DUOXA2/GNAI3/GRB2/PARK7/SOD2/TGFBR2",6
"GO:0006338","GO:0006338","chromatin remodeling","22/814","373/18903",0.0850814087705124,0.24264993882906,0.182752194969903,"ANP32B/ARID1A/ATRX/CBX3/CFDP1/DDX21/HMGA1/HMGB1/HNRNPC/HP1BP3/KDM5B/NAP1L1/NPM1/PCID2/PIK3CA/RB1/RBBP4/RIF1/RSF1/SET/SF3B1/SOX9",22
"GO:0031667","GO:0031667","response to nutrient levels","27/814","474/18903",0.0854435661471839,0.24319670741783,0.183163994619309,"AKT1/CAT/DAP/DSC2/EIF2AK2/FOS/FOXO1/GLUL/HNRNPL/HSPA5/HSPA8/IFI16/LAMP2/LARP1/MAPK1/PLEC/RARA/RRAGC/SH3GLB1/SOD2/SSTR2/STAT1/STK24/TBL1XR1/TGFBR2/WDR45B/XBP1",27
"GO:0009595","GO:0009595","detection of biotic stimulus","4/814","39/18903",0.0856003789469524,0.24319670741783,0.183163994619309,"C4B/HLA-B/HLA-DRB1/YAP1",4
"GO:0032570","GO:0032570","response to progesterone","4/814","39/18903",0.0856003789469524,0.24319670741783,0.183163994619309,"CAV1/FOS/TXNIP/YAP1",4
"GO:0043403","GO:0043403","skeletal muscle tissue regeneration","4/814","39/18903",0.0856003789469524,0.24319670741783,0.183163994619309,"CD9/CFLAR/MTPN/TGFBR2",4
"GO:0045066","GO:0045066","regulatory T cell differentiation","4/814","39/18903",0.0856003789469524,0.24319670741783,0.183163994619309,"CD46/HLA-DRA/HLA-DRB1/MDK",4
"GO:0060251","GO:0060251","regulation of glial cell proliferation","4/814","39/18903",0.0856003789469524,0.24319670741783,0.183163994619309,"HES1/LYN/PRKCI/RB1",4
"GO:0090077","GO:0090077","foam cell differentiation","4/814","39/18903",0.0856003789469524,0.24319670741783,0.183163994619309,"ITGAV/NFKBIA/SELENOK/STAT1",4
"GO:0048771","GO:0048771","tissue remodeling","12/814","179/18903",0.0863599271146465,0.245086928996395,0.184587618066853,"AXL/CAV1/CTNNB1/FLNA/FOXC1/HIF1A/LTBP3/MDK/RAB7A/RBPJ/ROCK1/SEMA3C",12
"GO:0090276","GO:0090276","regulation of peptide hormone secretion","12/814","179/18903",0.0863599271146465,0.245086928996395,0.184587618066853,"ANO1/FOXO1/GLUL/HIF1A/HLA-DRB1/IRS2/LRRC8A/PSMD9/SERP1/SRI/TM7SF3/TRPM4",12
"GO:0050727","GO:0050727","regulation of inflammatory response","24/814","414/18903",0.0866478660461343,0.245770010453648,0.185102081974236,"APCS/BIRC3/CD47/CEBPB/CELF1/CTSC/DUOXA2/HLA-DRB1/IL6ST/KLF4/LYN/MDK/MGST2/NFKBIA/NLRP2/PARK7/PDCD4/PSMA1/RB1/SELENOS/SOCS3/VPS35/XIAP/YES1",24
"GO:0071103","GO:0071103","DNA conformation change","8/814","106/18903",0.0868302700972006,0.2461531689622,0.185390658426376,"ATRX/DDX3X/DHX36/G3BP1/HMGA1/HMGB1/HNRNPA2B1/XRCC5",8
"GO:0003179","GO:0003179","heart valve morphogenesis","5/814","55/18903",0.0872091893194837,0.246421620228112,0.185592842932684,"RB1/ROCK1/SMAD6/SOX9/TGFBR2",5
"GO:0003229","GO:0003229","ventricular cardiac muscle tissue development","5/814","55/18903",0.0872091893194837,0.246421620228112,0.185592842932684,"DSG2/DSP/FOXC1/PPP1R13L/RBPJ",5
"GO:0010659","GO:0010659","cardiac muscle cell apoptotic process","5/814","55/18903",0.0872091893194837,0.246421620228112,0.185592842932684,"ATP2A2/CFLAR/GATA6/HSP90AA1/MDK",5
"GO:0031103","GO:0031103","axon regeneration","5/814","55/18903",0.0872091893194837,0.246421620228112,0.185592842932684,"FLNA/JUN/KLF4/PTEN/STK24",5
"GO:0071320","GO:0071320","cellular response to cAMP","5/814","55/18903",0.0872091893194837,0.246421620228112,0.185592842932684,"AHR/APEX1/HSPA5/RAP1A/ZFP36L1",5
"GO:1900087","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","5/814","55/18903",0.0872091893194837,0.246421620228112,0.185592842932684,"ADAMTS1/AKT1/APEX1/DDX3X/KMT2E",5
"GO:0016358","GO:0016358","dendrite development","15/814","237/18903",0.0885682606582753,0.250125999969787,0.18838280254306,"ACTR2/ARF4/ARF6/CDC42/CYFIP1/DHX36/ITGB1/LAMC2/NCK2/PAK2/PDLIM5/PICALM/PTEN/RHOA/YWHAH",15
"GO:0033143","GO:0033143","regulation of intracellular steroid hormone receptor signaling pathway","6/814","72/18903",0.0894686995159753,0.252394888764698,0.190091619818735,"DDX5/PARK7/PHB2/RHOA/STRN3/YAP1",6
"GO:0060411","GO:0060411","cardiac septum morphogenesis","6/814","72/18903",0.0894686995159753,0.252394888764698,0.190091619818735,"GATA6/HES1/RBPJ/SEMA3C/SMAD6/TGFBR2",6
"GO:0030217","GO:0030217","T cell differentiation","18/814","296/18903",0.0897108648976534,0.252520245951083,0.190186032786971,"ARID1A/B2M/CD46/CTNNB1/CTSL/HLA-DRA/HLA-DRB1/HMGB1/JUNB/MDK/RARA/RHOA/RSAD2/STAT3/TGFBR2/XBP1/ZFP36L1/ZFP36L2",18
"GO:0042886","GO:0042886","amide transport","18/814","296/18903",0.0897108648976534,0.252520245951083,0.190186032786971,"ANO1/CCDC186/FOXO1/GLUL/HIF1A/HLA-DRB1/IL1RN/IRS2/LRRC8A/MGST1/PARK7/PSMD9/RAB1A/SERP1/SRI/TM7SF3/TRPM4/VAPA",18
"GO:0014013","GO:0014013","regulation of gliogenesis","8/814","107/18903",0.0905113673817408,0.252520245951083,0.190186032786971,"CTNNB1/HES1/IL6ST/LYN/MDK/PRKCI/RB1/RHEB",8
"GO:0006658","GO:0006658","phosphatidylserine metabolic process","3/814","25/18903",0.0906880698880668,0.252520245951083,0.190186032786971,"LPCAT4/PLSCR1/SERINC3",3
"GO:0018196","GO:0018196","peptidyl-asparagine modification","3/814","25/18903",0.0906880698880668,0.252520245951083,0.190186032786971,"OST4/OSTC/ST6GAL1",3
"GO:0032331","GO:0032331","negative regulation of chondrocyte differentiation","3/814","25/18903",0.0906880698880668,0.252520245951083,0.190186032786971,"CTNNB1/LTBP3/SOX9",3
"GO:0034114","GO:0034114","regulation of heterotypic cell-cell adhesion","3/814","25/18903",0.0906880698880668,0.252520245951083,0.190186032786971,"CD44/IL1RN/KLF4",3
"GO:0046039","GO:0046039","GTP metabolic process","3/814","25/18903",0.0906880698880668,0.252520245951083,0.190186032786971,"GNAI3/RAN/RHOA",3
"GO:0046716","GO:0046716","muscle cell cellular homeostasis","3/814","25/18903",0.0906880698880668,0.252520245951083,0.190186032786971,"CAV1/HIF1A/LAMP2",3
"GO:0060148","GO:0060148","positive regulation of post-transcriptional gene silencing","3/814","25/18903",0.0906880698880668,0.252520245951083,0.190186032786971,"DDX5/PUM1/STAT3",3
"GO:0070423","GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway","3/814","25/18903",0.0906880698880668,0.252520245951083,0.190186032786971,"BIRC3/NFKBIA/XIAP",3
"GO:0098581","GO:0098581","detection of external biotic stimulus","3/814","25/18903",0.0906880698880668,0.252520245951083,0.190186032786971,"C4B/HLA-B/HLA-DRB1",3
"GO:1900370","GO:1900370","positive regulation of post-transcriptional gene silencing by RNA","3/814","25/18903",0.0906880698880668,0.252520245951083,0.190186032786971,"DDX5/PUM1/STAT3",3
"GO:1901984","GO:1901984","negative regulation of protein acetylation","3/814","25/18903",0.0906880698880668,0.252520245951083,0.190186032786971,"PARK7/SET/TAF7",3
"GO:2000114","GO:2000114","regulation of establishment of cell polarity","3/814","25/18903",0.0906880698880668,0.252520245951083,0.190186032786971,"ARFGEF1/GSN/ROCK1",3
"GO:2000209","GO:2000209","regulation of anoikis","3/814","25/18903",0.0906880698880668,0.252520245951083,0.190186032786971,"CAV1/ITGB1/PIK3CA",3
"GO:0043087","GO:0043087","regulation of GTPase activity","22/814","376/18903",0.0906894961720128,0.252520245951083,0.190186032786971,"AGRN/ARAP1/ARFGEF1/ASAP2/CCPG1/DOCK9/IQGAP1/ITGA6/ITGB1/LIMS1/NEDD9/NET1/PICALM/RAB3GAP2/RABGAP1L/RALBP1/RAP1A/RSU1/TBC1D2B/TGM2/TMED2/ZC3H15",22
"GO:0002327","GO:0002327","immature B cell differentiation","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"IRF2BP2/LRRC8A",2
"GO:0002328","GO:0002328","pro-B cell differentiation","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"HES1/NUDT21",2
"GO:0002674","GO:0002674","negative regulation of acute inflammatory response","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"APCS/SELENOS",2
"GO:0003306","GO:0003306","Wnt signaling pathway involved in heart development","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"CTNNB1/RBPJ",2
"GO:0003337","GO:0003337","mesenchymal to epithelial transition involved in metanephros morphogenesis","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"CTNNB1/STAT1",2
"GO:0009950","GO:0009950","dorsal/ventral axis specification","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"CTNNB1/SMAD6",2
"GO:0014745","GO:0014745","negative regulation of muscle adaptation","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"ERRFI1/FOXO1",2
"GO:0014854","GO:0014854","response to inactivity","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"CAT/PIK3CA",2
"GO:0034086","GO:0034086","maintenance of sister chromatid cohesion","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"ATRX/RB1",2
"GO:0034088","GO:0034088","maintenance of mitotic sister chromatid cohesion","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"ATRX/RB1",2
"GO:0034154","GO:0034154","toll-like receptor 7 signaling pathway","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"DDX3X/RSAD2",2
"GO:0042416","GO:0042416","dopamine biosynthetic process","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"PARK7/VPS35",2
"GO:0042711","GO:0042711","maternal behavior","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"NR3C1/PTEN",2
"GO:0043248","GO:0043248","proteasome assembly","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"POMP/PSMD9",2
"GO:0051549","GO:0051549","positive regulation of keratinocyte migration","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"ADAM9/ARF6",2
"GO:0051639","GO:0051639","actin filament network formation","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"ARPC5/PLS3",2
"GO:0060379","GO:0060379","cardiac muscle cell myoblast differentiation","2/814","12/18903",0.0918657264290849,0.252520245951083,0.190186032786971,"ITGB1/RBPJ",2
