"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032091","GO:0032091","negative regulation of protein binding","4/422","96/18903",0.167273699753523,0.375752446026593,0.285078644559089,"ATP2A2/PARK7/ROCK1/TMBIM6",4
"GO:0045807","GO:0045807","positive regulation of endocytosis","4/422","96/18903",0.167273699753523,0.375752446026593,0.285078644559089,"APOE/AXL/CDC42/HNRNPK",4
"GO:0002431","GO:0002431","Fc receptor mediated stimulatory signaling pathway","2/422","33/18903",0.167497000257036,0.375752446026593,0.285078644559089,"CD47/PLSCR1",2
"GO:0033032","GO:0033032","regulation of myeloid cell apoptotic process","2/422","33/18903",0.167497000257036,0.375752446026593,0.285078644559089,"PTEN/ST6GAL1",2
"GO:0036475","GO:0036475","neuron death in response to oxidative stress","2/422","33/18903",0.167497000257036,0.375752446026593,0.285078644559089,"CTNNB1/PARK7",2
"GO:0045577","GO:0045577","regulation of B cell differentiation","2/422","33/18903",0.167497000257036,0.375752446026593,0.285078644559089,"ZFP36L1/ZFP36L2",2
"GO:0045736","GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity","2/422","33/18903",0.167497000257036,0.375752446026593,0.285078644559089,"HEXIM1/PTEN",2
"GO:0045907","GO:0045907","positive regulation of vasoconstriction","2/422","33/18903",0.167497000257036,0.375752446026593,0.285078644559089,"RHOA/TRPM4",2
"GO:0045943","GO:0045943","positive regulation of transcription by RNA polymerase I","2/422","33/18903",0.167497000257036,0.375752446026593,0.285078644559089,"DDX21/SF3B1",2
"GO:0050901","GO:0050901","leukocyte tethering or rolling","2/422","33/18903",0.167497000257036,0.375752446026593,0.285078644559089,"ITGB1/ROCK1",2
"GO:0061842","GO:0061842","microtubule organizing center localization","2/422","33/18903",0.167497000257036,0.375752446026593,0.285078644559089,"EZR/KIF5B",2
"GO:0070633","GO:0070633","transepithelial transport","2/422","33/18903",0.167497000257036,0.375752446026593,0.285078644559089,"AHCYL1/BEST1",2
"GO:0071353","GO:0071353","cellular response to interleukin-4","2/422","33/18903",0.167497000257036,0.375752446026593,0.285078644559089,"HSP90AB1/TUBA1B",2
"GO:0090279","GO:0090279","regulation of calcium ion import","2/422","33/18903",0.167497000257036,0.375752446026593,0.285078644559089,"CTNNB1/HES1",2
"GO:1904030","GO:1904030","negative regulation of cyclin-dependent protein kinase activity","2/422","33/18903",0.167497000257036,0.375752446026593,0.285078644559089,"HEXIM1/PTEN",2
"GO:1905476","GO:1905476","negative regulation of protein localization to membrane","2/422","33/18903",0.167497000257036,0.375752446026593,0.285078644559089,"PICALM/TMEM59",2
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","5/422","131/18903",0.169583215280895,0.380241360092137,0.288484327079269,"HMGB1/MAP2K3/PDCD6/RAC1/RHOB",5
"GO:0003205","GO:0003205","cardiac chamber development","6/422","167/18903",0.17103893966968,0.383312781921703,0.290814576107055,"ADAMTS1/DSP/GATA6/HES1/SEMA3C/TGFBR2",6
"GO:0002021","GO:0002021","response to dietary excess","2/422","34/18903",0.175486371765865,0.390533761007127,0.296293041920999,"APOE/TBL1XR1",2
"GO:0009112","GO:0009112","nucleobase metabolic process","2/422","34/18903",0.175486371765865,0.390533761007127,0.296293041920999,"CMPK1/MAPK1",2
"GO:0010765","GO:0010765","positive regulation of sodium ion transport","2/422","34/18903",0.175486371765865,0.390533761007127,0.296293041920999,"AHCYL1/PRSS8",2
"GO:0021799","GO:0021799","cerebral cortex radially oriented cell migration","2/422","34/18903",0.175486371765865,0.390533761007127,0.296293041920999,"CTNNB1/RTN4",2
"GO:0033238","GO:0033238","regulation of cellular amine metabolic process","2/422","34/18903",0.175486371765865,0.390533761007127,0.296293041920999,"PARK7/VPS35",2
"GO:0035459","GO:0035459","vesicle cargo loading","2/422","34/18903",0.175486371765865,0.390533761007127,0.296293041920999,"PICALM/TMED2",2
"GO:0045648","GO:0045648","positive regulation of erythrocyte differentiation","2/422","34/18903",0.175486371765865,0.390533761007127,0.296293041920999,"STAT1/STAT3",2
"GO:0070570","GO:0070570","regulation of neuron projection regeneration","2/422","34/18903",0.175486371765865,0.390533761007127,0.296293041920999,"KLF4/PTEN",2
"GO:0090022","GO:0090022","regulation of neutrophil chemotaxis","2/422","34/18903",0.175486371765865,0.390533761007127,0.296293041920999,"CD74/RAC1",2
"GO:0099084","GO:0099084","postsynaptic specialization organization","2/422","34/18903",0.175486371765865,0.390533761007127,0.296293041920999,"ARF6/PTEN",2
"GO:0099174","GO:0099174","regulation of presynapse organization","2/422","34/18903",0.175486371765865,0.390533761007127,0.296293041920999,"ARF6/VPS35",2
"GO:1901797","GO:1901797","negative regulation of signal transduction by p53 class mediator","2/422","34/18903",0.175486371765865,0.390533761007127,0.296293041920999,"CD74/MUC1",2
"GO:1905144","GO:1905144","response to acetylcholine","2/422","34/18903",0.175486371765865,0.390533761007127,0.296293041920999,"AGRN/GNB1",2
"GO:1905606","GO:1905606","regulation of presynapse assembly","2/422","34/18903",0.175486371765865,0.390533761007127,0.296293041920999,"ARF6/VPS35",2
"GO:0010948","GO:0010948","negative regulation of cell cycle process","10/422","318/18903",0.175742513195005,0.390714047770858,0.296429823216183,"ATRX/DUSP1/KLF4/MUC1/NPM1/PTEN/WAC/ZFP36L1/ZFP36L2/ZNF207",10
"GO:0030198","GO:0030198","extracellular matrix organization","10/422","318/18903",0.175742513195005,0.390714047770858,0.296429823216183,"ADAMTS1/CRISPLD2/CTSS/ELF3/ELN/FBLN1/ITGB1/LAMB3/MMP7/RUNX1",10
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation","4/422","98/18903",0.176012390490773,0.390924483011365,0.296589477780686,"ADAMTS1/JUN/STAT1/TGFBR2",4
"GO:1902807","GO:1902807","negative regulation of cell cycle G1/S phase transition","4/422","98/18903",0.176012390490773,0.390924483011365,0.296589477780686,"KLF4/MUC1/PTEN/WAC",4
"GO:0003170","GO:0003170","heart valve development","3/422","65/18903",0.177184847176636,0.393137139782273,0.298268192582932,"ELN/ROCK1/TGFBR2",3
"GO:0050771","GO:0050771","negative regulation of axonogenesis","3/422","65/18903",0.177184847176636,0.393137139782273,0.298268192582932,"PTEN/RTN4/SEMA3C",3
"GO:0007568","GO:0007568","aging","6/422","169/18903",0.17757782377136,0.393813245361734,0.298781145363971,"CNP/CTSC/FOS/GRB2/SERP1/TGFBR2",6
"GO:0043062","GO:0043062","extracellular structure organization","10/422","319/18903",0.178093155509116,0.394759890651602,0.299499353213228,"ADAMTS1/CRISPLD2/CTSS/ELF3/ELN/FBLN1/ITGB1/LAMB3/MMP7/RUNX1",10
"GO:0019693","GO:0019693","ribose phosphate metabolic process","14/422","475/18903",0.178470329574474,0.395399508719615,0.299984623379245,"ABHD14B/ADPGK/ALDOA/ATP6V1A/CMPK1/HINT1/HSPA8/LDHA/NDUFA13/NDUFB2/RHOA/STAT3/TJP2/ZBTB20",14
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","4/422","99/18903",0.180439222256054,0.399563180995789,0.3031435490534,"HTRA1/RBBP4/SKIL/STRAP",4
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","5/422","134/18903",0.180763987330236,0.399885429582308,0.30338803499415,"CTSC/EMP2/HLA-DRA/HLA-DRB1/KIF5B",5
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","5/422","134/18903",0.180763987330236,0.399885429582308,0.30338803499415,"ALDOA/ATP6V1A/CMPK1/NDUFA13/NDUFB2",5
"GO:0045165","GO:0045165","cell fate commitment","9/422","282/18903",0.18106520578509,0.400353294456427,0.303742998176855,"CDC42/CTNNB1/GATA6/HES1/ITGB1/KLF4/RBBP4/RHOA/STAT3",9
"GO:0006879","GO:0006879","cellular iron ion homeostasis","3/422","66/18903",0.182769226780834,0.402002383593149,0.304994141318637,"ATP6V1A/CCDC115/CYBRD1",3
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","3/422","66/18903",0.182769226780834,0.402002383593149,0.304994141318637,"FBLN1/PTEN/RHOA",3
"GO:0030837","GO:0030837","negative regulation of actin filament polymerization","3/422","66/18903",0.182769226780834,0.402002383593149,0.304994141318637,"ADD3/CAPZA2/GSN",3
"GO:0034605","GO:0034605","cellular response to heat","3/422","66/18903",0.182769226780834,0.402002383593149,0.304994141318637,"HSP90AB1/PDCD6/YWHAE",3
"GO:0071300","GO:0071300","cellular response to retinoic acid","3/422","66/18903",0.182769226780834,0.402002383593149,0.304994141318637,"NDUFA13/PHB2/YAP1",3
"GO:0045229","GO:0045229","external encapsulating structure organization","10/422","321/18903",0.182838168289129,0.402002383593149,0.304994141318637,"ADAMTS1/CRISPLD2/CTSS/ELF3/ELN/FBLN1/ITGB1/LAMB3/MMP7/RUNX1",10
"GO:0001893","GO:0001893","maternal placenta development","2/422","35/18903",0.18353462328127,0.402002383593149,0.304994141318637,"JUNB/TMED2",2
"GO:0010661","GO:0010661","positive regulation of muscle cell apoptotic process","2/422","35/18903",0.18353462328127,0.402002383593149,0.304994141318637,"ATP2A2/GATA6",2
"GO:0014808","GO:0014808","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","2/422","35/18903",0.18353462328127,0.402002383593149,0.304994141318637,"CALM2/CALM3",2
"GO:0032205","GO:0032205","negative regulation of telomere maintenance","2/422","35/18903",0.18353462328127,0.402002383593149,0.304994141318637,"HNRNPC/HNRNPU",2
"GO:0032633","GO:0032633","interleukin-4 production","2/422","35/18903",0.18353462328127,0.402002383593149,0.304994141318637,"CEBPB/HLA-DRB1",2
"GO:0032673","GO:0032673","regulation of interleukin-4 production","2/422","35/18903",0.18353462328127,0.402002383593149,0.304994141318637,"CEBPB/HLA-DRB1",2
"GO:0033146","GO:0033146","regulation of intracellular estrogen receptor signaling pathway","2/422","35/18903",0.18353462328127,0.402002383593149,0.304994141318637,"PHB2/YAP1",2
"GO:0043372","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","2/422","35/18903",0.18353462328127,0.402002383593149,0.304994141318637,"HLA-DRA/HLA-DRB1",2
"GO:0045762","GO:0045762","positive regulation of adenylate cyclase activity","2/422","35/18903",0.18353462328127,0.402002383593149,0.304994141318637,"CALM3/CAP1",2
"GO:0060218","GO:0060218","hematopoietic stem cell differentiation","2/422","35/18903",0.18353462328127,0.402002383593149,0.304994141318637,"EIF2AK2/XRCC5",2
"GO:1903539","GO:1903539","protein localization to postsynaptic membrane","2/422","35/18903",0.18353462328127,0.402002383593149,0.304994141318637,"RAB11A/VPS35",2
"GO:2000406","GO:2000406","positive regulation of T cell migration","2/422","35/18903",0.18353462328127,0.402002383593149,0.304994141318637,"RHOA/SELENOK",2
"GO:2000515","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","2/422","35/18903",0.18353462328127,0.402002383593149,0.304994141318637,"HMGB1/RUNX1",2
"GO:0043547","GO:0043547","positive regulation of GTPase activity","9/422","283/18903",0.183612921954917,0.402002383593149,0.304994141318637,"ADAP1/AGRN/ARAP1/ITGA6/ITGB1/LIMS1/PICALM/TBC1D2B/TGM2",9
"GO:0046661","GO:0046661","male sex differentiation","6/422","171/18903",0.184216547599381,0.403126157620617,0.305846734508459,"ATRX/CSDE1/CTNNB1/GATA6/SDC1/YBX3",6
"GO:0035270","GO:0035270","endocrine system development","5/422","135/18903",0.184550883985083,0.403243789329654,0.305935980203394,"GATA6/HES1/MAPK1/NR3C1/RHEB",5
"GO:0051304","GO:0051304","chromosome separation","5/422","135/18903",0.184550883985083,0.403243789329654,0.305935980203394,"ARID1A/CSNK2A1/DUSP1/PLSCR1/ZNF207",5
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","7/422","208/18903",0.184665259560433,0.403243789329654,0.305935980203394,"CCDC88C/CDC42/DYNLL1/HNRNPU/HSPA8/KIF5B/TUBA1B",7
"GO:0001776","GO:0001776","leukocyte homeostasis","4/422","100/18903",0.184902911915839,0.403243789329654,0.305935980203394,"AXL/CD74/HMGB1/SKIL",4
"GO:0036473","GO:0036473","cell death in response to oxidative stress","4/422","100/18903",0.184902911915839,0.403243789329654,0.305935980203394,"CTNNB1/P4HB/PARK7/PPIA",4
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","4/422","100/18903",0.184902911915839,0.403243789329654,0.305935980203394,"ADAMTS1/KMT2E/PHB2/RAB11A",4
"GO:1990830","GO:1990830","cellular response to leukemia inhibitory factor","4/422","100/18903",0.184902911915839,0.403243789329654,0.305935980203394,"HNRNPU/KLF4/SOCS3/XRCC5",4
"GO:0034470","GO:0034470","ncRNA processing","13/422","439/18903",0.185258266869804,0.403821390704965,0.306374199086359,"DDX17/DDX18/DDX21/HNRNPA2B1/NCOR2/NOP10/PUM1/RPL7L1/RRP7A/SBDS/SSB/STAT3/TSEN34",13
"GO:0006874","GO:0006874","cellular calcium ion homeostasis","9/422","284/18903",0.186176600097685,0.40562499493939,0.307742570885153,"APOE/ATP2A2/CALM2/CALM3/HERPUD1/SELENOK/TGM2/TMBIM6/YWHAE",9
"GO:0006816","GO:0006816","calcium ion transport","13/422","440/18903",0.187309336771166,0.407893733856976,0.309463834505186,"ATP2A2/BEST1/CALM2/CALM3/CTNNB1/HES1/ITGAV/RHOA/SARAF/SELENOK/TMBIM6/TRPM4/YWHAE",13
"GO:0099024","GO:0099024","plasma membrane invagination","5/422","136/18903",0.188366702110326,0.409070993618047,0.310357006646922,"ARF1/CDC42/GSN/RAC1/RHOA",5
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in protein catabolic process","5/422","136/18903",0.188366702110326,0.409070993618047,0.310357006646922,"CTSC/HERPUD1/PTEN/RBX1/SUMO2",5
"GO:0006303","GO:0006303","double-strand break repair via nonhomologous end joining","3/422","67/18903",0.188400020592803,0.409070993618047,0.310357006646922,"HMGB1/PARP9/XRCC5",3
"GO:0030888","GO:0030888","regulation of B cell proliferation","3/422","67/18903",0.188400020592803,0.409070993618047,0.310357006646922,"AHR/CD74/PTEN",3
"GO:0042531","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","3/422","67/18903",0.188400020592803,0.409070993618047,0.310357006646922,"HES1/IL6ST/PARP9",3
"GO:0070613","GO:0070613","regulation of protein processing","3/422","67/18903",0.188400020592803,0.409070993618047,0.310357006646922,"GSN/RUNX1/XIAP",3
"GO:0051259","GO:0051259","protein complex oligomerization","8/422","247/18903",0.188933237483908,0.41002923426712,0.311084011749052,"ALDOA/CD74/HLA-DRB1/KCTD3/TRPM4/VASP/VPS35/YME1L1",8
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","4/422","101/18903",0.189402354831843,0.410647865529486,0.311553359490157,"ARF6/EZR/ITGB1/KIF5B",4
"GO:1990823","GO:1990823","response to leukemia inhibitory factor","4/422","101/18903",0.189402354831843,0.410647865529486,0.311553359490157,"HNRNPU/KLF4/SOCS3/XRCC5",4
"GO:0000423","GO:0000423","mitophagy","2/422","36/18903",0.191635165497887,0.412880786311719,0.313247448342374,"PHB2/SLC25A5",2
"GO:0001569","GO:0001569","branching involved in blood vessel morphogenesis","2/422","36/18903",0.191635165497887,0.412880786311719,0.313247448342374,"CTNNB1/TGFBR2",2
"GO:0010613","GO:0010613","positive regulation of cardiac muscle hypertrophy","2/422","36/18903",0.191635165497887,0.412880786311719,0.313247448342374,"IL6ST/ROCK1",2
"GO:0032228","GO:0032228","regulation of synaptic transmission, GABAergic","2/422","36/18903",0.191635165497887,0.412880786311719,0.313247448342374,"KIF5B/PTEN",2
"GO:0045589","GO:0045589","regulation of regulatory T cell differentiation","2/422","36/18903",0.191635165497887,0.412880786311719,0.313247448342374,"HLA-DRA/HLA-DRB1",2
"GO:0060323","GO:0060323","head morphogenesis","2/422","36/18903",0.191635165497887,0.412880786311719,0.313247448342374,"ASPH/CRISPLD2",2
"GO:0062237","GO:0062237","protein localization to postsynapse","2/422","36/18903",0.191635165497887,0.412880786311719,0.313247448342374,"RAB11A/VPS35",2
"GO:0070306","GO:0070306","lens fiber cell differentiation","2/422","36/18903",0.191635165497887,0.412880786311719,0.313247448342374,"SKIL/VIM",2
"GO:0070670","GO:0070670","response to interleukin-4","2/422","36/18903",0.191635165497887,0.412880786311719,0.313247448342374,"HSP90AB1/TUBA1B",2
"GO:0071108","GO:0071108","protein K48-linked deubiquitination","2/422","36/18903",0.191635165497887,0.412880786311719,0.313247448342374,"MINDY2/PARK7",2
"GO:0098810","GO:0098810","neurotransmitter reuptake","2/422","36/18903",0.191635165497887,0.412880786311719,0.313247448342374,"ITGB1/PARK7",2
"GO:1903146","GO:1903146","regulation of autophagy of mitochondrion","2/422","36/18903",0.191635165497887,0.412880786311719,0.313247448342374,"PARK7/SLC25A5",2
"GO:1903514","GO:1903514","release of sequestered calcium ion into cytosol by endoplasmic reticulum","2/422","36/18903",0.191635165497887,0.412880786311719,0.313247448342374,"CALM2/CALM3",2
"GO:0030239","GO:0030239","myofibril assembly","3/422","68/18903",0.194074960630331,0.416423415977403,0.315935196815996,"ITGB1/KRT19/PRKAR1A",3
"GO:0045670","GO:0045670","regulation of osteoclast differentiation","3/422","68/18903",0.194074960630331,0.416423415977403,0.315935196815996,"CEBPB/CTNNB1/FOS",3
"GO:0060193","GO:0060193","positive regulation of lipase activity","3/422","68/18903",0.194074960630331,0.416423415977403,0.315935196815996,"ARF4/PHB2/RHOA",3
"GO:1902808","GO:1902808","positive regulation of cell cycle G1/S phase transition","3/422","68/18903",0.194074960630331,0.416423415977403,0.315935196815996,"ADAMTS1/KMT2E/PHB2",3
"GO:0031214","GO:0031214","biomineral tissue development","6/422","174/18903",0.194354566659444,0.416423415977403,0.315935196815996,"CEBPB/FAM20C/MGP/ROCK1/SBDS/TRPM4",6
"GO:0007548","GO:0007548","sex differentiation","9/422","288/18903",0.196587549155154,0.416423415977403,0.315935196815996,"ADAMTS1/ATRX/AXL/CEBPB/CSDE1/CTNNB1/GATA6/SDC1/YBX3",9
"GO:0043270","GO:0043270","positive regulation of ion transport","9/422","289/18903",0.199228479075149,0.416423415977403,0.315935196815996,"AHCYL1/ARL6IP1/CALM2/CALM3/CEBPB/CTSS/ITGB1/KIF5B/PRSS8",9
"GO:0002449","GO:0002449","lymphocyte mediated immunity","11/422","367/18903",0.199719301365728,0.416423415977403,0.315935196815996,"AHR/C1S/CD74/CTSC/EMP2/HLA-DRA/HLA-DRB1/HLA-DRB5/HMGB1/KIF5B/TRPM4",11
"GO:0001941","GO:0001941","postsynaptic membrane organization","2/422","37/18903",0.199781672674768,0.416423415977403,0.315935196815996,"APOE/FNTA",2
"GO:0003161","GO:0003161","cardiac conduction system development","2/422","37/18903",0.199781672674768,0.416423415977403,0.315935196815996,"CDC42/GATA6",2
"GO:0003176","GO:0003176","aortic valve development","2/422","37/18903",0.199781672674768,0.416423415977403,0.315935196815996,"ELN/ROCK1",2
"GO:0006471","GO:0006471","protein ADP-ribosylation","2/422","37/18903",0.199781672674768,0.416423415977403,0.315935196815996,"ARF4/PARP9",2
"GO:0014742","GO:0014742","positive regulation of muscle hypertrophy","2/422","37/18903",0.199781672674768,0.416423415977403,0.315935196815996,"IL6ST/ROCK1",2
"GO:0051385","GO:0051385","response to mineralocorticoid","2/422","37/18903",0.199781672674768,0.416423415977403,0.315935196815996,"CALM3/FOS",2
"GO:0055023","GO:0055023","positive regulation of cardiac muscle tissue growth","2/422","37/18903",0.199781672674768,0.416423415977403,0.315935196815996,"GATA6/YAP1",2
"GO:0060416","GO:0060416","response to growth hormone","2/422","37/18903",0.199781672674768,0.416423415977403,0.315935196815996,"JAK1/STAT3",2
"GO:0070229","GO:0070229","negative regulation of lymphocyte apoptotic process","2/422","37/18903",0.199781672674768,0.416423415977403,0.315935196815996,"CD74/ORMDL3",2
"GO:0090151","GO:0090151","establishment of protein localization to mitochondrial membrane","2/422","37/18903",0.199781672674768,0.416423415977403,0.315935196815996,"CALM3/NDUFA13",2
"GO:0120033","GO:0120033","negative regulation of plasma membrane bounded cell projection assembly","2/422","37/18903",0.199781672674768,0.416423415977403,0.315935196815996,"GDI2/YAP1",2
"GO:2000279","GO:2000279","negative regulation of DNA biosynthetic process","2/422","37/18903",0.199781672674768,0.416423415977403,0.315935196815996,"HNRNPC/HNRNPU",2
"GO:0014015","GO:0014015","positive regulation of gliogenesis","3/422","69/18903",0.199791799292811,0.416423415977403,0.315935196815996,"HES1/IL6ST/RHEB",3
"GO:0035418","GO:0035418","protein localization to synapse","3/422","69/18903",0.199791799292811,0.416423415977403,0.315935196815996,"KIF5B/RAB11A/VPS35",3
"GO:0050922","GO:0050922","negative regulation of chemotaxis","3/422","69/18903",0.199791799292811,0.416423415977403,0.315935196815996,"DUSP1/SEMA3C/ST6GAL1",3
"GO:0007586","GO:0007586","digestion","5/422","139/18903",0.199981193683591,0.416423415977403,0.315935196815996,"CAPN8/EZR/PRSS3/STRAP/TJP2",5
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","6/422","176/18903",0.20122823918817,0.416423415977403,0.315935196815996,"APOE/NFIB/PHB2/PTEN/SFN/STAT1",6
"GO:0060538","GO:0060538","skeletal muscle organ development","6/422","176/18903",0.20122823918817,0.416423415977403,0.315935196815996,"CTNNB1/DDX17/ELN/FOS/RHOA/YBX3",6
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","13/422","447/18903",0.201964708920804,0.416423415977403,0.315935196815996,"ABHD14B/ADPGK/ALDOA/ATP6V1A/HINT1/HSPA8/LDHA/NDUFA13/NDUFB2/RHOA/STAT3/TJP2/ZBTB20",13
"GO:0001542","GO:0001542","ovulation from ovarian follicle","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"ADAMTS1",1
"GO:0001865","GO:0001865","NK T cell differentiation","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"TGFBR2",1
"GO:0002138","GO:0002138","retinoic acid biosynthetic process","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"RBP1",1
"GO:0003056","GO:0003056","regulation of vascular associated smooth muscle contraction","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"RHOA",1
"GO:0003093","GO:0003093","regulation of glomerular filtration","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"EMP2",1
"GO:0003418","GO:0003418","growth plate cartilage chondrocyte differentiation","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"TGFBR2",1
"GO:0006222","GO:0006222","UMP biosynthetic process","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"CMPK1",1
"GO:0006707","GO:0006707","cholesterol catabolic process","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"APOE",1
"GO:0007191","GO:0007191","adenylate cyclase-activating dopamine receptor signaling pathway","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"GNB1",1
"GO:0007440","GO:0007440","foregut morphogenesis","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"CTNNB1",1
"GO:0009629","GO:0009629","response to gravity","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"FOS",1
"GO:0010764","GO:0010764","negative regulation of fibroblast migration","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"RAC1",1
"GO:0010944","GO:0010944","negative regulation of transcription by competitive promoter binding","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"MUC1",1
"GO:0015851","GO:0015851","nucleobase transport","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"SLC25A5",1
"GO:0016127","GO:0016127","sterol catabolic process","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"APOE",1
"GO:0018242","GO:0018242","protein O-linked glycosylation via serine","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"GALNT1",1
"GO:0018401","GO:0018401","peptidyl-proline hydroxylation to 4-hydroxy-L-proline","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"P4HB",1
"GO:0030388","GO:0030388","fructose 1,6-bisphosphate metabolic process","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"ALDOA",1
"GO:0031118","GO:0031118","rRNA pseudouridine synthesis","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"NOP10",1
"GO:0032380","GO:0032380","regulation of intracellular sterol transport","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"SCP2",1
"GO:0032383","GO:0032383","regulation of intracellular cholesterol transport","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"SCP2",1
"GO:0033483","GO:0033483","gas homeostasis","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"GSTP1",1
"GO:0033523","GO:0033523","histone H2B ubiquitination","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"WAC",1
"GO:0034356","GO:0034356","NAD biosynthesis via nicotinamide riboside salvage pathway","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"PARP9",1
"GO:0034397","GO:0034397","telomere localization","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"UBE2B",1
"GO:0035457","GO:0035457","cellular response to interferon-alpha","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"AXL",1
"GO:0036109","GO:0036109","alpha-linolenic acid metabolic process","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"SCP2",1
"GO:0042045","GO:0042045","epithelial fluid transport","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"AHCYL1",1
"GO:0042939","GO:0042939","tripeptide transport","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"MGST1",1
"GO:0043587","GO:0043587","tongue morphogenesis","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"CTNNB1",1
"GO:0043653","GO:0043653","mitochondrial fragmentation involved in apoptotic process","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"VPS35",1
"GO:0044341","GO:0044341","sodium-dependent phosphate transport","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"CEBPB",1
"GO:0046689","GO:0046689","response to mercury ion","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"PARK7",1
"GO:0048194","GO:0048194","Golgi vesicle budding","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"TMED2",1
"GO:0048263","GO:0048263","determination of dorsal identity","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"CTNNB1",1
"GO:0048382","GO:0048382","mesendoderm development","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"ZFP36L1",1
"GO:0048733","GO:0048733","sebaceous gland development","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"GATA6",1
"GO:0051409","GO:0051409","response to nitrosative stress","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"PARK7",1
"GO:0051660","GO:0051660","establishment of centrosome localization","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"EZR",1
"GO:0051933","GO:0051933","amino acid neurotransmitter reuptake","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"ITGB1",1
"GO:0060068","GO:0060068","vagina development","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"AXL",1
"GO:0060245","GO:0060245","detection of cell density","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"YAP1",1
"GO:0060768","GO:0060768","regulation of epithelial cell proliferation involved in prostate gland development","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"CTNNB1",1
"GO:0060947","GO:0060947","cardiac vascular smooth muscle cell differentiation","1/422","10/18903",0.202145477141877,0.416423415977403,0.315935196815996,"GATA6",1
