"","x"
"4994","OD Mature"
"4995","OD Immature"
"4996","OD Mature"
"4997","Excitatory"
"4998","Mural"
"4999","Excitatory"
"5000","Mural"
"5001","Excitatory"
"5002","OD Immature"
"5003","OD Immature"
"5004","OD Mature"
"5005","OD Mature"
"5006","OD Immature"
"5007","OD Mature"
"5008","OD Immature"
"5009","Endothelial"
"5010","OD Immature"
"5011","OD Immature"
"5012","Excitatory"
"5013","OD Mature"
"5014","OD Mature"
"5015","Excitatory"
"5016","Excitatory"
"5017","Microglia"
"5018","Excitatory"
"5019","OD Mature"
"5020","Excitatory"
"5021","OD Mature"
"5022","OD Mature"
"5023","Astrocyte"
"5024","Mural"
"5025","Endothelial"
"5026","Excitatory"
"5027","Excitatory"
"5028","Microglia"
"5029","OD Mature"
"5030","Astrocyte"
"5031","Excitatory"
"5032","Excitatory"
"5033","OD Mature"
"5034","OD Mature"
"5035","OD Mature"
"5036","Excitatory"
"5037","OD Immature"
"5038","Excitatory"
"5039","Excitatory"
"5040","Excitatory"
"5041","Excitatory"
"5042","Endothelial"
"5043","Excitatory"
"5044","Excitatory"
"5045","OD Immature"
"5046","Excitatory"
"5047","Excitatory"
"5048","OD Immature"
"5049","OD Mature"
"5050","Microglia"
"5051","OD Mature"
"5052","OD Mature"
"5053","OD Mature"
"5054","OD Immature"
"5055","Excitatory"
"5056","Endothelial"
"5057","Excitatory"
"5058","Mural"
"5059","OD Mature"
"5060","OD Mature"
"5061","Excitatory"
"5062","OD Mature"
"5063","OD Mature"
"5064","OD Mature"
"5065","OD Mature"
"5066","OD Mature"
"5067","Excitatory"
"5068","OD Mature"
"5069","Endothelial"
"5070","OD Mature"
"5071","OD Mature"
"5072","Excitatory"
"5073","OD Mature"
"5074","Microglia"
"5075","OD Mature"
"5076","Mural"
"5077","Excitatory"
"5078","OD Immature"
"5079","Microglia"
"5080","OD Mature"
"5081","Microglia"
"5082","OD Mature"
"5083","OD Mature"
"5084","OD Mature"
"5085","Mural"
"5086","Excitatory"
"5087","Astrocyte"
"5088","OD Mature"
"5089","Excitatory"
"5090","OD Mature"
"5091","OD Mature"
"5092","OD Mature"
"5093","OD Mature"
"5094","OD Mature"
"5095","OD Mature"
"5096","Excitatory"
"5097","OD Mature"
"5098","Microglia"
"5099","OD Mature"
"5100","OD Mature"
"5101","Mural"
"5102","OD Mature"
"5103","Excitatory"
"5104","Excitatory"
"5105","Microglia"
"5106","Mural"
"5107","Excitatory"
"5108","OD Mature"
"5109","OD Immature"
"5110","OD Mature"
"5111","OD Immature"
"5112","OD Immature"
"5113","OD Immature"
"5114","OD Mature"
"5115","OD Mature"
"5116","Mural"
"5117","OD Mature"
"5118","OD Mature"
"5119","OD Mature"
"5120","Excitatory"
"5121","Excitatory"
"5122","Excitatory"
"5123","Microglia"
"5124","Excitatory"
"5125","Microglia"
"5126","Endothelial"
"5127","OD Mature"
"5128","OD Immature"
"5129","Endothelial"
"5130","OD Immature"
"5131","OD Mature"
"5132","Microglia"
"5133","OD Immature"
"5134","Excitatory"
"5135","Astrocyte"
"5136","OD Mature"
"5137","Excitatory"
"5138","Excitatory"
"5139","OD Immature"
"5140","OD Mature"
"5141","Excitatory"
"5142","Excitatory"
"5143","Endothelial"
"5144","OD Mature"
"5145","Excitatory"
"5146","OD Mature"
"5147","OD Mature"
"5148","Excitatory"
"5149","Excitatory"
"5150","Excitatory"
"5151","Excitatory"
"5152","OD Mature"
"5153","OD Mature"
"5154","OD Mature"
"5155","Excitatory"
"5156","Excitatory"
"5157","Excitatory"
"5158","OD Mature"
"5159","OD Mature"
"5160","Excitatory"
"5161","OD Mature"
"5162","Excitatory"
"5163","OD Mature"
"5164","OD Mature"
"5165","OD Mature"
"5166","OD Immature"
"5167","OD Mature"
"5168","OD Mature"
"5169","OD Mature"
"5170","Mural"
"5171","Excitatory"
"5172","OD Mature"
"5173","OD Mature"
"5174","OD Immature"
"5175","Astrocyte"
"5176","Astrocyte"
"5177","OD Mature"
"5178","Excitatory"
"5179","OD Mature"
"5180","Excitatory"
"5181","Excitatory"
"5182","OD Mature"
"5183","OD Mature"
"5184","Excitatory"
"5185","OD Mature"
"5186","Mural"
"5187","Excitatory"
"5188","OD Immature"
"5189","Astrocyte"
"5190","Microglia"
"5191","OD Immature"
"5192","OD Immature"
"5193","OD Mature"
"5194","Excitatory"
"5195","Excitatory"
"5196","Excitatory"
"5197","Excitatory"
"5198","OD Mature"
"5199","OD Mature"
"5200","Astrocyte"
"5201","OD Mature"
"5202","Excitatory"
"5203","Microglia"
"5204","Excitatory"
"5205","Excitatory"
"5206","OD Mature"
"5207","Microglia"
"5208","OD Mature"
"5209","OD Mature"
"5210","Excitatory"
"5211","OD Mature"
"5212","Microglia"
"5213","OD Mature"
"5214","OD Mature"
"5215","Microglia"
"5216","OD Mature"
"5217","OD Mature"
"5218","OD Mature"
"5219","OD Mature"
"5220","Excitatory"
"5221","OD Mature"
"5222","Excitatory"
"5223","OD Mature"
"5224","Excitatory"
"5225","Excitatory"
"5226","Excitatory"
"5227","Excitatory"
"5228","OD Mature"
"5229","Excitatory"
"5230","Excitatory"
"5231","OD Mature"
"5232","OD Mature"
"5233","Excitatory"
"5234","OD Mature"
"5235","Astrocyte"
"5236","OD Mature"
"5237","OD Immature"
"5238","OD Mature"
"5239","Astrocyte"
"5240","OD Mature"
"5241","OD Mature"
"5242","OD Immature"
"5243","OD Mature"
"5244","OD Immature"
"5245","OD Mature"
"5246","Excitatory"
"5247","Excitatory"
"5248","OD Mature"
"5249","Excitatory"
"5250","Excitatory"
"5251","Excitatory"
"5252","Excitatory"
"5253","Excitatory"
"5254","OD Immature"
"5255","Excitatory"
"5256","OD Mature"
"5257","OD Mature"
"5258","Excitatory"
"5259","OD Mature"
"5260","OD Immature"
"5261","OD Mature"
"5262","OD Mature"
"5263","OD Mature"
"5264","Endothelial"
"5265","OD Immature"
"5266","Excitatory"
"5267","Excitatory"
"5268","OD Mature"
"5269","OD Mature"
"5270","Microglia"
"5271","Endothelial"
"5272","Endothelial"
"5273","Mural"
"5274","Excitatory"
"5275","Excitatory"
"5276","OD Immature"
"5277","Mural"
"5278","Excitatory"
"5279","OD Mature"
"5280","Excitatory"
"5281","OD Mature"
"5282","OD Mature"
"5283","Microglia"
"5284","OD Mature"
"5285","OD Mature"
"5286","Excitatory"
"5287","OD Mature"
"5288","OD Mature"
"5289","OD Mature"
"5290","OD Mature"
"5291","OD Mature"
"5292","OD Mature"
"5293","OD Mature"
"5294","OD Mature"
"5295","OD Mature"
"5296","OD Mature"
"5297","Mural"
"5298","OD Mature"
"5299","OD Mature"
"5300","Excitatory"
"5301","OD Mature"
"5302","Microglia"
"5303","OD Immature"
"5304","Astrocyte"
"5305","OD Mature"
"5306","OD Immature"
"5307","OD Immature"
"5308","OD Mature"
"5309","OD Mature"
"5310","OD Immature"
"5311","OD Mature"
"5312","Excitatory"
"5313","OD Mature"
"5314","Mural"
"5315","Microglia"
"5316","OD Mature"
"5317","OD Mature"
"5318","OD Immature"
"5319","OD Mature"
"5320","Excitatory"
"5321","Microglia"
"5322","Excitatory"
"5323","Microglia"
"5324","Excitatory"
"5325","Mural"
"5326","Excitatory"
"5327","Excitatory"
"5328","OD Mature"
"5329","Endothelial"
"5330","OD Mature"
"5331","OD Immature"
"5332","Excitatory"
"5333","OD Mature"
"5334","OD Mature"
"5335","Excitatory"
"5336","Excitatory"
"5337","OD Mature"
"5338","Excitatory"
"5339","Endothelial"
"5340","Excitatory"
"5341","OD Mature"
"5342","OD Mature"
"5343","OD Mature"
"5344","OD Mature"
"5345","Endothelial"
"5346","Microglia"
"5347","OD Mature"
"5348","OD Mature"
"5349","OD Immature"
"5350","Astrocyte"
"5351","Excitatory"
"5352","OD Mature"
"5353","OD Mature"
"5354","Excitatory"
"5355","Excitatory"
"5356","Excitatory"
"5357","OD Immature"
"5358","Excitatory"
"5359","Endothelial"
"5360","Astrocyte"
"5361","OD Immature"
"5362","OD Immature"
"5363","OD Mature"
"5364","Excitatory"
"5365","OD Mature"
"5366","OD Immature"
"5367","OD Immature"
"5368","OD Mature"
"5369","OD Mature"
"5370","OD Mature"
"5371","OD Mature"
"5372","Excitatory"
"5373","Excitatory"
"5374","Excitatory"
"5375","OD Mature"
"5376","Endothelial"
"5377","Endothelial"
"5378","Excitatory"
"5379","Excitatory"
"5380","Endothelial"
"5381","Ependymal"
"5382","Excitatory"
"5383","OD Mature"
"5384","Excitatory"
"5385","OD Immature"
"5386","OD Mature"
"5387","OD Mature"
"5388","OD Mature"
"5389","OD Mature"
"5390","OD Immature"
"5391","OD Mature"
"5392","Microglia"
"5393","OD Mature"
"5394","Excitatory"
"5395","Excitatory"
"5396","Astrocyte"
"5397","OD Immature"
"5398","Excitatory"
"5399","Excitatory"
"5400","Excitatory"
"5401","OD Mature"
"5402","Excitatory"
"5403","Excitatory"
"5404","Excitatory"
"5405","OD Mature"
"5406","OD Mature"
"5407","OD Mature"
"5408","OD Mature"
"5409","Endothelial"
"5410","Excitatory"
"5411","Excitatory"
"5412","Ependymal"
"5413","OD Immature"
"5414","Microglia"
"5415","OD Mature"
"5416","Excitatory"
"5417","Endothelial"
"5418","OD Mature"
"5419","OD Mature"
"5420","OD Mature"
"5421","OD Mature"
"5422","Microglia"
"5423","OD Mature"
"5424","OD Immature"
"5425","OD Mature"
"5426","Endothelial"
"5427","OD Mature"
"5428","Excitatory"
"5429","Excitatory"
"5430","Excitatory"
"5431","OD Mature"
"5432","OD Mature"
"5433","OD Mature"
"5434","Endothelial"
"5435","OD Immature"
"5436","OD Immature"
"5437","OD Mature"
"5438","Astrocyte"
"5439","Microglia"
"5440","Microglia"
"5441","OD Mature"
"5442","Excitatory"
"5443","Microglia"
"5444","Excitatory"
"5445","OD Mature"
"5446","OD Mature"
"5447","OD Immature"
"5448","Microglia"
"5449","Excitatory"
"5450","OD Mature"
"5451","Excitatory"
"5452","OD Immature"
"5453","Excitatory"
"5454","OD Mature"
"5455","Astrocyte"
"5456","Endothelial"
"5457","OD Mature"
"5458","Excitatory"
"5459","OD Mature"
"5460","Excitatory"
"5461","OD Mature"
"5462","Excitatory"
"5463","Astrocyte"
"5464","Excitatory"
"5465","Astrocyte"
"5466","OD Immature"
"5467","OD Mature"
"5468","Excitatory"
"5469","OD Mature"
"5470","Astrocyte"
"5471","OD Immature"
"5472","Mural"
"5473","OD Mature"
"5474","OD Mature"
"5475","OD Mature"
"5476","Excitatory"
"5477","OD Mature"
"5478","OD Mature"
"5479","OD Mature"
"5480","OD Mature"
"5481","OD Mature"
"5482","OD Mature"
"5483","OD Mature"
"5484","OD Mature"
"5485","OD Mature"
"5486","OD Mature"
"5487","Microglia"
"5488","Mural"
"5489","Mural"
"5490","Astrocyte"
"5491","Mural"
"5492","Excitatory"
"5493","OD Mature"
"5494","Excitatory"
"5495","OD Immature"
"5496","Excitatory"
"5497","Astrocyte"
"5498","OD Mature"
"5499","OD Mature"
"5500","OD Mature"
"5501","Excitatory"
"5502","Excitatory"
"5503","Excitatory"
"5504","OD Mature"
"5505","OD Mature"
"5506","OD Mature"
"5507","Excitatory"
"5508","OD Mature"
"5509","OD Mature"
"5510","Excitatory"
"5511","OD Mature"
"5512","Excitatory"
"5513","Excitatory"
"5514","Excitatory"
"5515","Excitatory"
"5516","Microglia"
"5517","Microglia"
"5518","OD Immature"
"5519","OD Mature"
"5520","OD Mature"
"5521","Excitatory"
"5522","Excitatory"
"5523","Excitatory"
"5524","OD Mature"
"5525","OD Mature"
"5526","OD Mature"
"5527","OD Mature"
"5528","OD Mature"
"5529","OD Mature"
"5530","OD Mature"
"5531","OD Mature"
"5532","OD Mature"
"5533","Excitatory"
"5534","OD Mature"
"5535","OD Mature"
"5536","Excitatory"
"5537","OD Mature"
"5538","OD Immature"
"5539","OD Mature"
"5540","OD Mature"
"5541","Astrocyte"
"5542","Mural"
"5543","Excitatory"
"5544","OD Mature"
"5545","OD Mature"
"5546","Astrocyte"
"5547","OD Mature"
"5548","OD Mature"
"5549","Excitatory"
"5550","OD Immature"
"5551","Excitatory"
"5552","OD Mature"
"5553","Astrocyte"
"5554","OD Immature"
"5555","OD Mature"
"5556","Excitatory"
"5557","Excitatory"
"5558","OD Mature"
"5559","Microglia"
"5560","OD Mature"
"5561","OD Immature"
"5562","OD Mature"
"5563","OD Mature"
"5564","OD Mature"
"5565","Microglia"
"5566","OD Mature"
"5567","Astrocyte"
"5568","OD Mature"
"5569","Astrocyte"
"5570","Excitatory"
"5571","Excitatory"
"5572","OD Mature"
"5573","OD Mature"
"5574","Microglia"
"5575","Excitatory"
"5576","Excitatory"
"5577","OD Mature"
"5578","OD Mature"
"5579","OD Mature"
"5580","OD Mature"
"5581","Excitatory"
"5582","Excitatory"
"5583","OD Mature"
"5584","Excitatory"
"5585","OD Mature"
"5586","Excitatory"
"5587","OD Mature"
"5588","OD Mature"
"5589","Microglia"
"5590","Excitatory"
"5591","OD Mature"
"5592","OD Immature"
"5593","Microglia"
"5594","OD Mature"
"5595","Microglia"
"5596","Excitatory"
"5597","OD Mature"
"5598","OD Mature"
"5599","OD Mature"
"5600","Excitatory"
"5601","Excitatory"
"5602","Mural"
"5603","Astrocyte"
"5604","OD Mature"
"5605","OD Immature"
"5606","OD Mature"
"5607","OD Mature"
"5608","OD Mature"
"5609","OD Immature"
"5610","OD Mature"
"5611","OD Mature"
"5612","OD Mature"
"5613","OD Mature"
"5614","OD Mature"
"5615","OD Mature"
"5616","Microglia"
"5617","Excitatory"
"5618","OD Mature"
"5619","Excitatory"
"5620","Astrocyte"
"5621","OD Mature"
"5622","Excitatory"
"5623","Excitatory"
"5624","OD Immature"
"5625","OD Mature"
"5626","OD Immature"
"5627","OD Mature"
"5628","OD Mature"
"5629","OD Mature"
"5630","Excitatory"
"5631","OD Mature"
"5632","OD Mature"
"5633","Excitatory"
"5634","Endothelial"
"5635","Endothelial"
"5636","OD Mature"
"5637","Astrocyte"
"5638","OD Mature"
"5639","OD Immature"
"5640","OD Mature"
"5641","OD Mature"
"5642","Excitatory"
"5643","Astrocyte"
"5644","OD Mature"
"5645","OD Mature"
"5646","OD Mature"
"5647","OD Mature"
"5648","Excitatory"
"5649","Excitatory"
"5650","OD Mature"
"5651","Excitatory"
"5652","Excitatory"
"5653","Astrocyte"
"5654","Excitatory"
"5655","OD Immature"
"5656","OD Mature"
"5657","Excitatory"
"5658","OD Mature"
"5659","Excitatory"
"5660","OD Immature"
"5661","OD Mature"
"5662","Excitatory"
"5663","Excitatory"
"5664","OD Mature"
"5665","OD Mature"
"5666","Excitatory"
"5667","OD Mature"
"5668","Excitatory"
"5669","OD Mature"
"5670","OD Mature"
"5671","Excitatory"
"5672","Microglia"
"5673","OD Mature"
"5674","Excitatory"
"5675","OD Mature"
"5676","Excitatory"
"5677","Excitatory"
"5678","OD Mature"
"5679","OD Mature"
"5680","Excitatory"
"5681","OD Immature"
"5682","OD Mature"
"5683","OD Mature"
"5684","Excitatory"
"5685","Excitatory"
"5686","OD Mature"
"5687","Excitatory"
"5688","OD Mature"
"5689","OD Mature"
"5690","Excitatory"
"5691","OD Mature"
"5692","Excitatory"
"5693","OD Mature"
"5694","OD Mature"
"5695","Astrocyte"
"5696","OD Mature"
"5697","Excitatory"
"5698","Excitatory"
"5699","Excitatory"
"5700","OD Immature"
"5701","OD Mature"
"5702","Excitatory"
"5703","Microglia"
"5704","OD Mature"
"5705","OD Mature"
"5706","OD Immature"
"5707","Excitatory"
"5708","Microglia"
"5709","Endothelial"
"5710","OD Mature"
"5711","OD Immature"
"5712","Excitatory"
"5713","OD Mature"
"5714","OD Mature"
"5715","OD Mature"
"5716","OD Mature"
"5717","Excitatory"
"5718","OD Mature"
"5719","OD Mature"
"5720","Excitatory"
"5721","Excitatory"
"5722","OD Mature"
"5723","Excitatory"
"5724","OD Mature"
"5725","OD Mature"
"5726","OD Mature"
"5727","Excitatory"
"5728","OD Mature"
"5729","Astrocyte"
"5730","Microglia"
"5731","Excitatory"
"5732","OD Mature"
"5733","Excitatory"
"5734","OD Mature"
"5735","Excitatory"
"5736","OD Mature"
"5737","OD Mature"
"5738","Excitatory"
"5739","OD Mature"
"5740","OD Mature"
"5741","Excitatory"
"5742","OD Immature"
"5743","Mural"
"5744","Excitatory"
"5745","OD Mature"
"5746","OD Immature"
"5747","Excitatory"
"5748","Astrocyte"
"5749","OD Immature"
"5750","OD Mature"
"5751","Endothelial"
"5752","OD Mature"
"5753","Astrocyte"
"5754","Excitatory"
"5755","OD Mature"
"5756","OD Mature"
"5757","OD Mature"
"5758","OD Mature"
"5759","OD Mature"
"5760","OD Mature"
"5761","Excitatory"
"5762","Astrocyte"
"5763","OD Immature"
"5764","Microglia"
"5765","OD Mature"
"5766","OD Mature"
"5767","Excitatory"
"5768","Microglia"
"5769","Excitatory"
"5770","Excitatory"
"5771","Excitatory"
"5772","OD Immature"
"5773","OD Immature"
"5774","OD Mature"
"5775","Excitatory"
"5776","OD Mature"
"5777","OD Immature"
"5778","Microglia"
"5779","OD Mature"
"5780","OD Mature"
"5781","Excitatory"
"5782","Microglia"
"5783","OD Mature"
"5784","OD Immature"
"5785","Excitatory"
"5786","Microglia"
"5787","OD Mature"
"5788","OD Mature"
"5789","Excitatory"
"5790","Excitatory"
"5791","Excitatory"
"5792","Endothelial"
"5793","Excitatory"
"5794","Excitatory"
"5795","OD Immature"
"5796","Astrocyte"
"5797","Endothelial"
"5798","Excitatory"
"5799","Excitatory"
"5800","Excitatory"
"5801","OD Mature"
"5802","Excitatory"
"5803","OD Mature"
"5804","OD Mature"
"5805","OD Mature"
"5806","OD Mature"
"5807","OD Mature"
"5808","Excitatory"
"5809","OD Mature"
"5810","Excitatory"
"5811","Excitatory"
"5812","OD Mature"
"5813","OD Immature"
"5814","OD Mature"
"5815","Mural"
"5816","OD Immature"
"5817","Mural"
"5818","OD Mature"
"5819","OD Mature"
"5820","OD Immature"
"5821","OD Mature"
"5822","OD Immature"
"5823","OD Mature"
"5824","OD Mature"
"5825","Excitatory"
"5826","Microglia"
"5827","OD Mature"
"5828","Excitatory"
"5829","OD Mature"
"5830","OD Mature"
"5831","OD Mature"
"5832","OD Mature"
"5833","OD Mature"
"5834","OD Mature"
"5835","OD Immature"
"5836","OD Mature"
"5837","Excitatory"
"5838","OD Mature"
"5839","OD Mature"
"5840","OD Immature"
"5841","Excitatory"
"5842","Excitatory"
"5843","OD Mature"
"5844","Excitatory"
"5845","OD Mature"
"5846","Excitatory"
"5847","OD Mature"
"5848","Excitatory"
"5849","OD Mature"
"5850","OD Mature"
"5851","OD Mature"
"5852","Excitatory"
"5853","Excitatory"
"5854","OD Mature"
"5855","Excitatory"
"5856","Excitatory"
"5857","OD Mature"
"5858","OD Immature"
"5859","OD Mature"
"5860","Endothelial"
"5861","OD Immature"
"5862","Excitatory"
"5863","Mural"
"5864","Excitatory"
"5865","OD Mature"
"5866","OD Mature"
"5867","OD Immature"
"5868","Excitatory"
"5869","Astrocyte"
"5870","OD Mature"
"5871","OD Mature"
"5872","OD Immature"
"5873","Microglia"
"5874","OD Mature"
"5875","OD Mature"
"5876","Excitatory"
"5877","Excitatory"
"5878","Excitatory"
"5879","OD Mature"
"5880","Astrocyte"
"5881","Mural"
"5882","Excitatory"
"5883","Astrocyte"
"5884","Excitatory"
"5885","OD Mature"
"5886","OD Immature"
"5887","Excitatory"
"5888","OD Mature"
"5889","OD Mature"
"5890","Astrocyte"
"5891","OD Immature"
"5892","Excitatory"
"5893","Astrocyte"
"5894","Excitatory"
"5895","OD Mature"
"5896","OD Mature"
"5897","OD Mature"
"5898","Excitatory"
"5899","OD Mature"
"5900","OD Immature"
"5901","Excitatory"
"5902","OD Mature"
"5903","OD Mature"
"5904","Excitatory"
"5905","Astrocyte"
"5906","OD Mature"
"5907","OD Mature"
"5908","OD Immature"
"5909","Excitatory"
"5910","Excitatory"
"5911","OD Mature"
"5912","OD Mature"
"5913","OD Mature"
"5914","Endothelial"
"5915","OD Mature"
"5916","OD Mature"
"5917","OD Mature"
"5918","Excitatory"
"5919","OD Mature"
"5920","OD Immature"
"5921","Microglia"
"5922","OD Mature"
"5923","Mural"
"5924","OD Mature"
"5925","OD Immature"
"5926","OD Mature"
"5927","OD Mature"
"5928","Excitatory"
"5929","Endothelial"
"5930","Astrocyte"
"5931","Excitatory"
"5932","OD Mature"
"5933","OD Mature"
"5934","OD Mature"
"5935","OD Mature"
"5936","Excitatory"
"5937","OD Mature"
"5938","OD Mature"
"5939","OD Mature"
"5940","Excitatory"
"5941","Excitatory"
"5942","OD Mature"
"5943","OD Mature"
"5944","OD Immature"
"5945","OD Mature"
"5946","Excitatory"
"5947","OD Mature"
"5948","OD Mature"
"5949","OD Mature"
"5950","Excitatory"
"5951","OD Mature"
"5952","OD Mature"
"5953","OD Mature"
"5954","OD Mature"
"5955","OD Immature"
"5956","OD Mature"
"5957","OD Mature"
"5958","Excitatory"
"5959","Endothelial"
"5960","OD Mature"
"5961","OD Mature"
"5962","Excitatory"
"5963","Ependymal"
"5964","OD Mature"
"5965","Excitatory"
"5966","OD Mature"
"5967","OD Mature"
"5968","Mural"
"5969","OD Immature"
"5970","OD Mature"
"5971","OD Mature"
"5972","Excitatory"
"5973","OD Mature"
"5974","OD Mature"
"5975","OD Mature"
"5976","Excitatory"
"5977","OD Mature"
"5978","Excitatory"
"5979","Excitatory"
"5980","Excitatory"
"5981","OD Mature"
"5982","OD Immature"
"5983","OD Mature"
"5984","OD Mature"
"5985","OD Mature"
"5986","OD Mature"
"5987","OD Mature"
"5988","Endothelial"
"5989","Excitatory"
"5990","Excitatory"
"5991","OD Mature"
"5992","OD Mature"
"5993","OD Mature"
"5994","OD Mature"
"5995","Excitatory"
"5996","Microglia"
"5997","Mural"
"5998","OD Immature"
"5999","OD Immature"
"6000","OD Mature"
"6001","OD Mature"
"6002","Excitatory"
"6003","Excitatory"
"6004","OD Mature"
"6005","Excitatory"
"6006","Excitatory"
"6007","Excitatory"
"6008","Excitatory"
"6009","Mural"
"6010","OD Mature"
"6011","OD Mature"
"6012","OD Mature"
"6013","OD Mature"
"6014","OD Mature"
"6015","OD Mature"
"6016","Microglia"
"6017","OD Mature"
"6018","OD Immature"
"6019","Excitatory"
"6020","OD Mature"
"6021","Excitatory"
"6022","OD Mature"
"6023","Excitatory"
"6024","OD Mature"
"6025","OD Mature"
"6026","Excitatory"
"6027","OD Mature"
"6028","OD Mature"
"6029","OD Mature"
"6030","OD Mature"
"6031","OD Mature"
"6032","Excitatory"
"6033","Excitatory"
"6034","OD Mature"
"6035","Excitatory"
"6036","OD Mature"
"6037","OD Immature"
"6038","OD Mature"
"6039","Microglia"
"6040","OD Immature"
"6041","OD Immature"
"6042","OD Mature"
"6043","Excitatory"
"6044","Excitatory"
"6045","OD Mature"
"6046","OD Mature"
"6047","Excitatory"
"6048","OD Mature"
"6049","Excitatory"
"6050","Astrocyte"
"6051","OD Mature"
"6052","Excitatory"
"6053","OD Immature"
"6054","Excitatory"
"6055","OD Mature"
"6056","Excitatory"
"6057","Microglia"
"6058","Excitatory"
"6059","Excitatory"
"6060","Endothelial"
"6061","Excitatory"
"6062","OD Immature"
"6063","OD Mature"
"6064","OD Mature"
"6065","OD Mature"
"6066","Excitatory"
"6067","OD Mature"
"6068","OD Mature"
"6069","OD Mature"
"6070","Excitatory"
"6071","OD Mature"
"6072","OD Mature"
"6073","Endothelial"
"6074","Excitatory"
"6075","Excitatory"
"6076","Excitatory"
"6077","Excitatory"
"6078","OD Mature"
"6079","OD Immature"
"6080","OD Immature"
"6081","OD Mature"
"6082","Excitatory"
"6083","Excitatory"
"6084","Excitatory"
"6085","OD Mature"
"6086","OD Mature"
"6087","OD Mature"
"6088","Excitatory"
"6089","OD Mature"
"6090","OD Mature"
"6091","OD Mature"
"6092","Microglia"
"6093","Excitatory"
"6094","OD Mature"
"6095","Endothelial"
"6096","Excitatory"
"6097","OD Mature"
"6098","OD Mature"
"6099","OD Mature"
"6100","Excitatory"
"6101","OD Mature"
"6102","OD Mature"
"6103","Astrocyte"
"6104","OD Mature"
"6105","OD Mature"
"6106","OD Mature"
"6107","Excitatory"
"6108","Mural"
"6109","Excitatory"
"6110","OD Mature"
"6111","Excitatory"
"6112","OD Mature"
"6113","Excitatory"
"6114","OD Mature"
"6115","Excitatory"
"6116","OD Mature"
"6117","OD Mature"
"6118","Excitatory"
"6119","Excitatory"
"6120","OD Mature"
"6121","Endothelial"
"6122","Endothelial"
"6123","OD Mature"
"6124","OD Mature"
"6125","Mural"
"6126","Microglia"
"6127","OD Mature"
"6128","Excitatory"
"6129","OD Mature"
"6130","Astrocyte"
"6131","OD Mature"
"6132","Endothelial"
"6133","OD Mature"
"6134","Astrocyte"
"6135","OD Mature"
"6136","OD Mature"
"6137","OD Mature"
"6138","Mural"
"6139","OD Mature"
"6140","OD Mature"
"6141","OD Mature"
"6142","Excitatory"
"6143","Endothelial"
"6144","Mural"
"6145","Excitatory"
"6146","OD Mature"
"6147","Excitatory"
"6148","OD Immature"
"6149","Excitatory"
"6150","Excitatory"
"6151","OD Mature"
"6152","OD Mature"
"6153","Excitatory"
"6154","OD Mature"
"6155","Excitatory"
"6156","Excitatory"
"6157","Excitatory"
"6158","OD Mature"
"6159","OD Mature"
"6160","OD Mature"
"6161","OD Immature"
"6162","OD Mature"
"6163","Excitatory"
"6164","Excitatory"
"6165","OD Mature"
"6166","Excitatory"
"6167","Excitatory"
"6168","Excitatory"
"6169","Excitatory"
"6170","Excitatory"
"6171","OD Mature"
"6172","OD Mature"
"6173","OD Mature"
"6174","OD Mature"
"6175","Mural"
"6176","Excitatory"
"6177","OD Immature"
"6178","Mural"
"6179","OD Mature"
"6180","Endothelial"
"6181","OD Mature"
"6182","Excitatory"
"6183","OD Mature"
"6184","OD Mature"
"6185","Microglia"
"6186","Excitatory"
"6187","OD Mature"
"6188","Excitatory"
"6189","OD Mature"
"6190","OD Mature"
"6191","OD Mature"
"6192","Excitatory"
"6193","OD Mature"
"6194","OD Mature"
"6195","Microglia"
"6196","Excitatory"
"6197","OD Immature"
"6198","OD Mature"
"6199","OD Mature"
"6200","Endothelial"
"6201","Excitatory"
"6202","Excitatory"
"6203","OD Mature"
"6204","Excitatory"
"6205","OD Immature"
"6206","OD Mature"
"6207","Excitatory"
"6208","Excitatory"
"6209","OD Mature"
"6210","OD Mature"
"6211","Excitatory"
"6212","Excitatory"
"6213","OD Mature"
"6214","OD Mature"
"6215","Ependymal"
"6216","Mural"
"6217","Mural"
"6218","OD Mature"
"6219","Excitatory"
"6220","Excitatory"
"6221","Excitatory"
"6222","Excitatory"
"6223","Excitatory"
"6224","OD Mature"
"6225","OD Mature"
"6226","OD Mature"
"6227","OD Mature"
"6228","OD Mature"
"6229","Excitatory"
"6230","OD Mature"
"6231","OD Mature"
"6232","Excitatory"
"6233","OD Mature"
"6234","OD Mature"
"6235","OD Mature"
"6236","Endothelial"
"6237","OD Immature"
"6238","OD Mature"
"6239","OD Mature"
"6240","Excitatory"
"6241","Excitatory"
"6242","OD Mature"
"6243","Microglia"
"6244","Excitatory"
"6245","Mural"
"6246","Endothelial"
"6247","Excitatory"
"6248","Endothelial"
"6249","OD Mature"
"6250","OD Mature"
"6251","OD Mature"
"6252","OD Mature"
"6253","Excitatory"
"6254","OD Mature"
"6255","OD Mature"
"6256","OD Mature"
"6257","Excitatory"
"6258","Excitatory"
"6259","Excitatory"
"6260","Excitatory"
"6261","Excitatory"
"6262","OD Mature"
"6263","Excitatory"
"6264","OD Mature"
"6265","OD Mature"
"6266","Excitatory"
"6267","Excitatory"
"6268","Excitatory"
"6269","Excitatory"
"6270","Excitatory"
"6271","OD Mature"
"6272","OD Mature"
"6273","OD Mature"
